_id,address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
4359,"MOHLER ST & FERRIS CT PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,7,0,Homewood North,9,13,42003130100,2,5,3-17,40.4594023970089,-79.8871037444313
4360,"900 BLOCK SOUTH SIDE AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,7,0,,,,42003560600,,1,3-16,40.4405637230206,-79.8815977238846
4361,"N LANG AVE & FRANKSTOWN AVE PITTSBURGH, PA 15208",2,0,2,0,0,0,2021,7,0,Homewood South,9,13,42003130300,2,5,3-17,40.4579137505913,-79.8985316667264
4362,"600 BLOCK S MAIN ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2021,7,0,West End,2,20,42003562600,5,6,1-17,40.4407799007824,-80.0358570001156
4363,"600 BLOCK SMITHFIELD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2021,7,0,Central Business District,6,2,42003020100,6,2,1-3,40.4415332222525,-79.9974088316752
4364,"500 BLOCK OAKWOOD ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,7,0,East Hills,9,13,42003130600,2,5,3-17,40.4491809229428,-79.8840865574843
4365,"S 18TH ST & WRIGHTS WAY PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4292363448493,-79.9805170263058
4366,"2000 BLOCK WHARTON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4303408118696,-79.976432641371
4367,"N HOMEWOOD AVE & HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,7,0,Homewood South,9,13,42003130300,2,5,3-17,40.4546360781374,-79.8975277333462
4368,"1400 BLOCK CHICAGO ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,7,0,,,,,,1,,,
4369,"FRANKSTOWN AVE & N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,7,0,Homewood South,9,13,42003130300,2,5,3-17,40.457404655664,-79.8963011488784
4370,"<100 BLOCK NIMICK PL PITTSBURGH, PA 15221",2,0,1,1,0,0,2021,7,1,East Hills,9,13,42003130600,2,5,3-17,40.4501493601803,-79.8830697043311
4371,"600 BLOCK FRANCIS ST PITTSBURGH, PA 15219",1,1,0,0,0,0,2021,7,1,Middle Hill,6,5,42003050100,3,2,2-5,40.4495897216613,-79.9687835960798
4372,"ROYAL ST & EAST ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2021,7,1,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.4659857433645,-79.9997499383579
4373,"200 BLOCK WALDORF ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,7,1,Perry North,1,26,42003260200,1,1,1-15,40.4910452564733,-80.0155303476788
4374,"IVES WAY & IONA ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2021,7,1,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4624407275408,-79.9899628758085
4375,"7400 BLOCK RACE ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,7,1,Homewood North,9,13,42003130200,2,5,3-17,40.4576386922228,-79.891210648546
4376,"100 BLOCK RHINE PL PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,7,1,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4653596489546,-79.992041845149
4377,"MEADOW ST & LOWELL ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,7,1,Larimer,9,12,42003120800,2,5,3-12,40.4622153517262,-79.9110729653417
4378,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,7,1,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
4379,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,7,2,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
4380,"2300 BLOCK WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,7,2,East Hills,9,13,42003130600,2,5,3-19,40.4546516400957,-79.8698502042839
4381,"500 BLOCK LOCKHART ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,7,2,East Allegheny,1,23,42003563200,1,1,1-20,40.4526808938104,-80.0001221005999
4382,"500 BLOCK MOUNTAIN AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,7,2,,,,,,3,,,
4383,"5700 BLOCK POCUSSETT ST PITTSBURGH, PA 15217",1,0,1,0,0,0,2021,7,2,Squirrel Hill South,5,14,42003141300,3,4,2-21,40.4294800390651,-79.9254411489497
4384,"LYTLE ST & HAZELWOOD AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2021,7,2,Hazelwood,5,15,42003562900,3,4,2-13,40.410829014008,-79.9469114615517
4385,"2000 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,7,2,Carrick,4,29,42003290100,3,3,4-12,40.3949659476581,-79.986867730847
4386,"WILNER DR & EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,7,2,East Hills,9,13,42003130600,2,5,3-19,40.4551122165632,-79.8711474662664
4387,"500 BLOCK W GENERAL ROBINSON ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,7,3,,,,42003560400,,1,3-16,40.4412697306825,-79.8910705916059
4388,"S 18TH ST & E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,3,South Side Flats,3,17,42003170200,3,3,4-24,40.4287665592296,-79.9805652715853
4389,"SARAH ST & UXOR WAY PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,3,South Side Flats,3,17,42003170200,3,3,4-24,40.4276581343642,-79.9847451944748
4390,"1400 BLOCK SARAH ST PITTSBURGH, PA 15203",1,0,0,0,0,1,2021,7,3,South Side Flats,3,17,42003170200,3,3,4-24,40.4276532114052,-79.9840357525511
4391,"3000 BLOCK GLEN MAWR ST PITTSBURGH, PA 15204",1,0,0,1,0,0,2021,7,3,Sheraden,2,20,42003562500,5,6,1-16,40.4567268113356,-80.0527135525287
4392,"7600 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,7,3,Homewood South,9,13,42003130400,2,5,3-17,40.4559504015839,-79.8899923158022
4393,"2100 BLOCK WATSON ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2021,7,3,Overbrook,4,32,42003320400,5,3,4-23,40.391153465776,-79.994272916669
4394,"6300 BLOCK DEAN ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,7,3,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.4700878796914,-79.9072179515579
4395,"1400 BLOCK OAKRIDGE ST PITTSBURGH, PA 15226",1,0,1,0,0,0,2021,7,3,Brookline,4,32,42003320600,5,6,4-26,40.3912580554396,-80.0083723470264
4396,"1100 BLOCK WASHINGTON BLVD PITTSBURGH, PA 15206",1,0,0,1,0,0,2021,7,3,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-12,40.4657610034326,-79.9076650396476
4397,"WIND GAP AVE & YOUGHIOGHENY ST PITTSBURGH, PA 15204",2,0,0,2,0,0,2021,7,3,Windgap,2,28,42003563000,5,6,1-16,40.4618420530563,-80.0758910605279
4398,"BUTLER ST & BAKER ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2021,7,3,Morningside,7,10,42003101400,2,5,3-7,40.4891532471034,-79.9332818805067
4399,"1400 BLOCK DEHAVEN ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,7,3,Troy Hill,1,24,42003240600,1,1,1-2,40.4620687714559,-79.9841445478866
4400,"1600 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",2,0,2,0,0,0,2021,7,3,Carrick,4,29,42003290200,3,3,4-12,40.3998045691587,-79.9890669688938
4401,"THOMAS ST & 5TH AVE PITTSBURGH, PA 15208",2,0,2,0,0,0,2021,7,4,Larimer,9,12,42003120800,2,5,3-14,40.4549228221401,-79.9114216197368
4402,"900 BLOCK BERRY ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2021,7,4,Sheraden,2,20,42003202200,5,6,1-16,40.4522957268724,-80.0555186900241
4403,"WOOD ST & NORTH AVE PITTSBURGH, PA 15221",1,0,0,1,0,0,2021,7,4,,,,42003561200,,OSC,3-16,40.445280827193,-79.8838314709244
4404,"100 BLOCK MILLBRIDGE ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,7,4,Allentown,3,18,42003180300,5,3,4-21,40.421752426669,-79.9958297289367
4405,"SARAH ST & S 14TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,4,South Side Flats,3,17,42003170200,3,3,4-24,40.4276457591303,-79.9840719640787
4406,"PRIDE ST & OUR WAY PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,7,4,Crawford-Roberts,6,3,42003020100,6,2,2-1,40.438913366832,-79.9850397132036
4407,"1600 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,7,4,Carrick,4,29,42003290200,3,3,4-12,40.3998045691587,-79.9890669688938
4408,"100 BLOCK KENWOOD AVE PITTSBURGH, PA 15214",1,0,0,0,1,0,2021,7,4,,,,,,1,,,
4409,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,7,4,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
4410,"CEDAR AVE & PRESSLEY ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,7,4,East Allegheny,1,23,42003563200,1,1,1-20,40.4516250056375,-80.001149033488
4411,"3100 BLOCK CHARTIERS AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2021,7,5,Sheraden,2,20,42003202200,5,6,1-16,40.4538722967083,-80.0611043000205
4412,"<100 BLOCK WERDER ST PITTSBURGH, PA 15220",2,0,2,0,0,0,2021,7,5,Elliott,2,20,42003562600,5,6,1-17,40.4492197292268,-80.0412154823193
4413,"6400 BLOCK MONITOR ST PITTSBURGH, PA 15217",1,0,1,0,0,0,2021,7,5,Squirrel Hill South,5,14,42003141400,3,4,2-15,40.4249206892255,-79.9199259333092
4414,"2100 BLOCK FORBES AVE PITTSBURGH, PA 15219",2,0,2,0,0,0,2021,7,5,Bluff,6,4,42003010300,3,2,2-1,40.4372596477971,-79.9759219930542
4415,"1500 BLOCK BALDWICK RD PITTSBURGH, PA 15205",1,0,0,1,0,0,2021,7,5,,,,,,6,,,
4416,"E CARSON ST & S 20TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,5,South Side Flats,3,17,42003170200,3,3,4-24,40.428595785892,-79.9776392558155
4417,"FOREST WAY & GERRITT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,7,5,Homewood West,9,12,42003120700,2,5,3-17,40.4592048484783,-79.9020066874292
4418,"E CARSON ST & S 18TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,5,South Side Flats,3,17,42003170200,3,3,4-24,40.4287665592296,-79.9805652715853
4419,"1700 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,5,South Side Flats,3,17,42003170200,3,3,4-24,40.4285931755254,-79.9818723137217
4420,"HALE ST & ALSACE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,7,5,Homewood South,9,13,42003130400,2,5,3-17,40.4510383918586,-79.8884570760489
4421,"1700 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,5,South Side Flats,3,17,42003170200,3,3,4-24,40.4285931755254,-79.9818723137217
4422,"FLEMING AVE & ORCHLEE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,7,5,Brighton Heights,1,27,42003270100,1,1,1-14,40.48139346029,-80.0395860383607
4423,"600 BLOCK SEBRING AVE PITTSBURGH, PA 15216",1,0,1,0,0,0,2021,7,5,Beechview,4,19,42003191600,5,6,4-28,40.413173327845,-80.0193490875994
4424,"S 12TH ST & MURIEL ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,6,South Side Flats,3,17,42003170200,3,3,4-24,40.4300871034365,-79.9864713742875
4425,"1000 BLOCK WELFER ST PITTSBURGH, PA 15217",1,0,1,0,0,0,2021,7,6,Greenfield,5,15,42003151700,3,4,2-15,40.4257239838961,-79.9314118526039
4426,"2800 BLOCK WEBSTER AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,7,6,Middle Hill,6,5,42003050100,3,2,2-5,40.4510709664858,-79.9687338410956
4427,"1700 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,6,South Side Flats,3,17,42003170200,3,3,4-24,40.4285931755254,-79.9818723137217
4428,"2400 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,7,6,East Hills,9,13,42003130600,2,5,3-19,40.4558486470446,-79.8738685039552
4429,"7200 BLOCK MEADE ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,7,6,Point Breeze North,9,14,42003140500,2,4,3-14,40.450053923096,-79.9006711947586
4430,"400 BLOCK FORT PITT BLVD PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,7,6,,,,,,2,,,
4431,"400 BLOCK BALDWIN RD PITTSBURGH, PA 15207",1,0,1,0,0,0,2021,7,6,Hays,5,31,42003562900,3,4,4-20,40.387588048056,-79.9326212396457
4432,"E CARSON ST & S 18TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,6,South Side Flats,3,17,42003170200,3,3,4-24,40.4287665592296,-79.9805652715853
4433,"100 BLOCK S 14TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,7,6,South Side Flats,3,17,42003170200,3,3,4-24,40.4267309778106,-79.9842842162303
4434,"2600 BLOCK WYLIE AVE PITTSBURGH, PA 15219",2,0,2,0,0,0,2021,7,6,Middle Hill,6,5,42003050100,3,2,2-5,40.4487043530157,-79.9702738366933
4456,"1800 BLOCK BROADHEAD FORDING RD PITTSBURGH, PA 15205",1,0,1,0,0,0,2021,8,0,,,,,,6,,,
4457,"IDLEWILD ST & N LANG AVE PITTSBURGH, PA 15208",2,0,2,0,0,0,2021,8,0,Homewood North,9,13,42003130100,2,5,3-17,40.4586902914696,-79.8982274916388
4458,"KELLY ST & N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,8,0,Homewood South,9,13,42003130300,2,5,3-17,40.4555343270798,-79.8970270334868
4459,"KELLY ST & N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,8,0,Homewood South,9,13,42003130300,2,5,3-17,40.4555343270798,-79.8970270334868
4460,"N HOMEWOOD AVE & MT VERNON ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,8,0,Homewood North,9,13,42003130100,2,5,3-17,40.4614467822669,-79.8947312118268
4461,"7200 BLOCK SOMERSET ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,8,0,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4675638284895,-79.8942110547556
4462,"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,8,0,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
4463,"100 BLOCK S 18TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,8,0,South Side Flats,3,17,42003170200,3,3,4-24,40.4281392487418,-79.9808361201944
4464,"HAZLETT ST & MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,8,0,Northview Heights,1,26,42003260900,1,1,1-13,40.4777501250849,-80.0001892400117
4465,"3200 BLOCK NIAGARA ST PITTSBURGH, PA 15213",1,0,0,0,1,0,2021,8,1,South Oakland,3,4,42003040900,3,4,2-10,40.4339267078699,-79.9604312147515
4466,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,8,1,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
4467,"HERMITAGE ST & N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,8,1,Homewood North,9,13,42003130200,2,5,3-17,40.4602008299539,-79.8952146349525
4468,"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,8,1,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
4469,"2900 BLOCK SHERADEN BLVD PITTSBURGH, PA 15204",1,0,1,0,0,0,2021,8,1,,,,,,6,,,
4470,"3000 BLOCK ZEPHYR AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2021,8,1,Sheraden,2,20,42003562500,5,6,1-16,40.4563216705103,-80.0534504413852
4471,"OHIO RIVER BLVD & MARSHALL AVE RAMP PITTSBURGH, PA 15233",1,0,1,0,0,0,2021,8,1,,,,,,1,,,
4472,"7400 BLOCK MONTICELLO ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,8,2,Homewood North,9,13,42003130200,2,5,3-17,40.4583216061301,-79.8910159259068
4473,"500 BLOCK HOCHBERG RD PITTSBURGH, PA 15235",1,0,1,0,0,0,2021,8,2,,,,42003523200,,OSC,,40.4637131501192,-79.8649244823469
4474,"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,8,2,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
4475,"1000 BLOCK SHEFFIELD ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2021,8,2,,,,,,1,,,
4476,"3000 BLOCK LANDIS ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2021,8,2,,,,,,6,,,
4477,"5TH AVE & MILTENBERGER ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,8,2,Crawford-Roberts,6,1,42003030500,3,2,2-1,40.4383945527644,-79.9813687677992
4478,"400 BLOCK JUCUNDA ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,8,2,Knoxville,3,30,42003300100,5,3,4-21,40.4170416346546,-79.9953134966387
4479,"500 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,8,2,,,,,,1,,,
4480,"1400 BLOCK CHICAGO ST PITTSBURGH, PA 15214",2,0,2,0,0,0,2021,8,2,,,,,,1,,,
4481,"7300 BLOCK BENNETT ST PITTSBURGH, PA 15208",18,0,9,0,7,2,2021,8,3,Homewood South,9,13,42003130300,2,5,3-17,40.4558249397799,-79.8944400025147
4482,"3700 BLOCK RUGGLES ST PITTSBURGH, PA 15214",1,0,0,0,1,0,2021,8,3,Perry North,1,26,42003260700,1,1,1-15,40.4864687992674,-80.0115414354041
4483,"1500 BLOCK CRUCIBLE ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2021,8,3,,,,,,6,,,
4484,"PENNSYLVANIA AVE AVE & BIDWELL ST PITTSBURGH, PA",1,0,1,0,0,0,2021,8,3,Manchester,6,21,42003210700,1,1,1-8,40.4549817241102,-80.021296668649
4485,"MT OLIVER ST & E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2021,8,3,South Side Slopes,3,17,42003170600,3,3,4-6,40.422106460505,-79.9866703418429
4486,"FEDERAL STN & JACKSONIA ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,8,3,Central Northside,6,25,42003220600,1,1,1-21,40.4582708928984,-80.0075467432163
4487,"1300 BLOCK LIVERPOOL ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2021,8,3,Manchester,6,21,42003210700,1,1,1-8,40.4554124470701,-80.0252193918082
4488,"1000 BLOCK ORANMORE ST PITTSBURGH, PA 15201",1,0,1,0,0,0,2021,8,3,Stanton Heights,9,10,42003100500,2,5,3-7,40.4777064234663,-79.9359160161957
4489,"MOHLER ST & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,8,3,Homewood North,9,13,42003130100,2,5,3-17,40.4605405467711,-79.8885130272097
4490,"2100 BLOCK RHINE ST PITTSBURGH, PA 15212",1,0,0,0,1,0,2021,8,3,Spring Hill-City View,1,26,42003262000,1,1,1-11,40.466590276641,-79.9936135100542
4491,"200 BLOCK OVERBROOK BLVD PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,8,4,Carrick,4,29,42003290400,3,3,4-23,40.3892761630391,-79.9880441989953
4492,"7700 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15221",1,0,0,1,0,0,2021,8,4,Homewood South,9,13,42003130400,2,5,3-17,40.455518725726,-79.888065010824
4493,"1500 BLOCK ALTON ST PITTSBURGH, PA 15216",4,0,2,0,1,1,2021,8,4,Beechview,4,19,42003191600,5,6,4-28,40.4119210949843,-80.0212400542457
4494,"600 BLOCK OLYMPIA RD PITTSBURGH, PA 15211",2,0,1,1,0,0,2021,8,4,Mount Washington,2,19,42003190300,5,3,4-1,40.4297751038859,-80.0179693886002
4495,"6200 BLOCK AUBURN ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,8,4,Larimer,9,12,42003120800,2,5,3-10,40.4663550910787,-79.9166537097416
4496,"100 BLOCK LAFAYETTE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2021,8,5,,,,,,1,,,
4497,"400 BLOCK ELLA ST PITTSBURGH, PA 15224",2,0,2,0,0,0,2021,8,5,Bloomfield,7,8,42003080200,2,5,3-1,40.4618776192998,-79.9528584996238
4498,"2900 BLOCK ZEPHYR AVE PITTSBURGH, PA 15204",1,0,0,1,0,0,2021,8,5,Sheraden,2,20,42003562500,5,6,1-16,40.4547846707882,-80.0520014330687
4499,"600 BLOCK CHISLETT ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2021,8,5,,,,,,5,,,
4500,"BARKERS PL & FORT DUQUESNE BLVD PITTSBURGH, PA 15222",1,0,1,0,0,0,2021,8,5,Central Business District,6,2,42003020100,6,2,1-3,40.4442823262437,-80.0017926158502
4501,"<100 BLOCK BIGELOW SQ PITTSBURGH, PA 15219",1,0,1,0,0,0,2021,8,5,Central Business District,6,2,42003020100,6,2,2-4,40.4408516482553,-79.994441246514
4502,"N HOMEWOOD AVE & THOMAS BLVD PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,8,5,Point Breeze North,9,14,42003140500,2,4,3-14,40.4509324146842,-79.9000893718294
4503,"5000 BLOCK 2ND AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2021,8,5,Hazelwood,5,15,42003562300,3,4,2-13,40.4085502514463,-79.9436863570209
4504,"500 BLOCK ORMSBY ST PITTSBURGH, PA 15210",3,0,3,0,0,0,2021,8,5,,,,,,3,,,
4505,"S 18TH ST & CAREY WAY PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,8,5,South Side Flats,3,17,42003170200,3,3,4-24,40.4282981700142,-79.9806117706354
4506,"BLOCK ERIC WAY PITTSBURGH, PA 15205",1,0,1,0,0,0,2021,8,5,,,,,,6,,,
4507,"600 BLOCK COMMONWEALTH PL PITTSBURGH, PA 15222",2,0,2,0,0,0,2021,8,6,Central Business District,6,2,42003020100,6,2,1-3,40.4417408925392,-80.0064088164826
4508,"800 BLOCK CASINO DR PITTSBURGH, PA 15233",1,0,1,0,0,0,2021,8,6,,,,,,1,,,
4509,"800 BLOCK CASINO DR PITTSBURGH, PA 15233",1,0,1,0,0,0,2021,8,6,,,,,,1,,,
4510,"3000 BLOCK MERWYN AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2021,8,6,Sheraden,2,20,42003562500,5,6,1-16,40.4572755472928,-80.0518596858958
4511,"N MURTLAND ST & FOREST WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,8,6,Homewood West,9,12,42003120700,2,5,3-17,40.4589590619611,-79.9009392918156
4512,"OHIO RIVER BLVD & MARSHALL AVE RAMP PITTSBURGH, PA 15233",1,0,0,1,0,0,2021,8,6,,,,,,1,,,
4513,"2900 BLOCK PENN AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2021,8,6,Strip District,7,6,42003020300,6,2,3-2,40.4578573471455,-79.9741687933494
4522,"7TH ST & PENN AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2021,9,0,Central Business District,6,2,42003020100,6,2,1-3,40.44323848827,-80.000262668607
4523,"7700 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,9,0,Homewood South,9,13,42003130400,2,5,3-17,40.455518725726,-79.888065010824
4524,"7000 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,9,0,Homewood South,9,13,42003130300,2,5,3-17,40.4584818161404,-79.9010876084501
4525,"8900 BLOCK FRANKSTOWN RD PITTSBURGH, PA 15235",1,0,1,0,0,0,2021,9,0,,,,,,5,,,
4526,"FRANKSTOWN AVE & N HOMEWOOD AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,9,0,Homewood South,9,13,42003130300,2,5,3-17,40.457404655664,-79.8963011488784
4527,"BRIGHTON RD & WOODS RUN AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,9,0,Brighton Heights,1,27,42003270300,1,1,1-14,40.4764971519818,-80.0317220369235
4528,"<100 BLOCK MARKET ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2021,9,0,Central Business District,6,1,42003020100,6,2,1-4,40.4379182353827,-80.0044622357327
4529,"STERRETT ST & HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,9,0,Homewood South,9,13,42003130300,2,5,3-17,40.4541130332132,-79.8952339779732
4530,"2000 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,9,0,Arlington,3,16,42003561600,3,3,4-22,40.4177961243123,-79.9782721621387
4531,"3500 BLOCK CALIFORNIA AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,9,1,Brighton Heights,1,27,42003270300,1,1,1-14,40.4782614682453,-80.0402734714646
4532,"1400 BLOCK N MURTLAND ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2021,9,1,Homewood North,9,13,42003130100,2,5,3-18,40.4625694692905,-79.899529501871
4533,"1500 BLOCK HATTERAS ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,9,1,Troy Hill,1,24,42003240600,1,1,1-2,40.4621395897679,-79.9856487635014
4534,"S 8TH ST & E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2021,9,1,South Side Flats,3,17,42003170200,3,3,4-2,40.4286554665868,-79.991024122969
4535,"3800 BLOCK LIBERTY AVE PITTSBURGH, PA 15201",1,0,1,0,0,0,2021,9,1,Lower Lawrenceville,7,6,42003060300,2,2,3-6,40.4621093052921,-79.9604899644482
4536,"300 BLOCK REIFERT ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2021,9,1,Knoxville,3,30,42003300100,5,3,4-7,40.4083959460627,-79.9941345470912
4537,"HAMILTON AVE & OAKWOOD ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2021,9,2,East Hills,9,13,42003130600,2,5,3-17,40.4517282230341,-79.8847462211338
4538,"FORMOSA WAY & N LANG AVE PITTSBURGH, PA 15208",1,0,0,1,0,0,2021,9,2,Homewood South,9,13,42003130300,2,5,3-17,40.4555759056831,-79.8994438965622
4539,"200 BLOCK SAGAMORE ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2021,9,2,Esplen,2,20,42003562500,5,6,1-27,40.4637122503447,-80.0532849346253
4540,"CENTRAL AVE & MINOTT ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2021,9,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4763391452802,-80.029640119523
