DEC_LAT,DEC_LONG
40.1403,-79.8445
40.5841,-79.7575
40.5132,-79.6457
40.3208,-79.3206
40.2841,-79.3091
40.3095,-79.6414
40.1478,-79.8096
,
40.5171,-79.6077
40.2004,-79.6238
40.3503,-79.4866
40.2209,-79.3673
40.3289,-79.4912
40.2809,-79.7333
40.1101,-79.2458
40.4839,-79.6635
40.1472,-79.5301
40.3015,-79.5779
40.2354,-79.4401
40.3677,-79.6777
40.3209,-79.6931
40.2561,-79.7415
40.2666,-79.5224
40.2209,-79.6003
40.302,-79.5191
40.2998,-79.4873
40.5268,-79.6328
40.3184,-79.3811
40.3037,-79.5436
40.43,-79.6978
40.1363,-79.843
40.1638,-79.5694
40.3214,-79.7335
40.3765,-79.6857
40.2059,-79.6219
40.5124,-79.4664
40.3026,-79.5432
40.3177,-79.68
40.5272,-79.5988
40.6045,-79.599
40.3294,-79.1362
40.3595,-79.5742
40.4,-79.5833
40.3595,-79.6637
40.5943,-79.6715
40.2974,-79.3987
40.3023,-79.4977
40.2203,-79.6237
40.3207,-79.3385
40.1734,-79.608
40.3287,-79.6838
40.143,-79.5474
40.4263,-79.6703
40.3076,-79.596
40.6276,-79.679
40.5453,-79.5902
40.4125,-79.6307
40.3112,-79.6026
40.4232,-79.4125
,
40.1137,-79.5671
40.3051,-79.549
,
40.5147,-79.6448
40.2859,-79.5275
40.2957,-79.381
40.5706,-79.575
40.3272,-79.7173
40.3287,-79.6834
40.1674,-79.5786
40.1452,-79.6382
40.3251,-79.5807
40.2637,-79.5648
40.2332,-79.5836
40.1845,-79.2873
40.3531,-79.3801
,
40.183,-79.5288
40.1388,-79.4111
40.313,-79.6785
40.3277,-79.7214
40.5882,-79.7445
40.5769,-79.7379
40.5782,-79.7502
40.6115,-79.6161
40.5625,-79.7548
40.308,-79.4028
40.305,-79.5864
40.2637,-79.5648
40.177,-79.5137
40.3578,-79.6817
40.13,-79.8777
40.3237,-79.7003
40.3028,-79.5455
40.5466,-79.7318
40.2413,-79.2398
40.1325,-79.8612
40.3285,-79.6015
40.3315,-79.7406
40.5862,-79.7542
40.3186,-79.4037
40.5868,-79.6498
40.1496,-79.8035
40.3955,-79.6225
40.3989,-79.4215
40.3022,-79.5453
40.3326,-79.7453
40.4239,-79.6631
40.4225,-79.6987
40.2187,-79.7192
40.2332,-79.5836
40.2841,-79.7263
40.5321,-79.7128
40.2187,-79.2502
40.6031,-79.606
40.6112,-79.6656
40.3296,-79.7343
40.1399,-79.7763
40.5865,-79.7492
40.4097,-79.5961
40.5571,-79.761
40.3237,-79.6827
40.2683,-79.2939
40.1769,-79.7953
40.4842,-79.6646
40.1909,-79.8398
40.3051,-79.549
40.5118,-79.6473
40.4735,-79.655
40.2138,-79.6158
40.2214,-79.5923
40.417,-79.3711
40.4012,-79.5135
40.5628,-79.7551
40.313,-79.6785
40.3378,-79.6922
40.2887,-79.6116
40.3198,-79.5468
40.3431,-79.7278
40.3397,-79.7527
40.2329,-79.5829
40.3121,-79.3579
40.2119,-79.668
40.1871,-79.7056
40.3225,-79.763
40.071,-79.3447
40.2404,-79.7171
40.3106,-79.6012
40.3878,-79.4213
40.3097,-79.6325
40.3333,-79.4758
40.1566,-79.8246
40.6089,-79.6108
40.6617,-79.6767
40.4046,-79.5335
40.257,-79.1847
40.5745,-79.7585
40.2473,-79.2265
40.4958,-79.6561
40.287,-79.4448
40.3043,-79.3939
40.3094,-79.6539
40.2654,-79.5476
40.5844,-79.7371
40.4421,-79.3936
40.3991,-79.5794
40.436,-79.5816
40.4272,-79.698
40.33,-79.5466
40.5761,-79.7408
40.3283,-79.7269
40.3077,-79.3759
40.5809,-79.7577
40.1469,-79.4128
40.0684,-79.2741
40.2943,-79.5238
40.3272,-79.7182
40.5906,-79.7276
40.3328,-79.5918
40.4483,-79.5528
40.3883,-79.5198
40.3211,-79.3401
40.2618,-79.3858
40.2953,-79.5207
40.2018,-79.4939
40.1963,-79.2388
40.4076,-79.6109
40.5918,-79.7312
40.3055,-79.3654
40.1201,-79.6056
40.4267,-79.6583
40.2332,-79.5836
40.3508,-79.3796
40.2765,-79.624
40.3072,-79.5735
40.4047,-79.5386
40.4216,-79.3471
40.1073,-79.3749
40.4718,-79.5945
40.2389,-79.196
40.6014,-79.5873
40.3502,-79.3169
40.1369,-79.351
40.3325,-79.6721
40.5832,-79.6376
40.3236,-79.5459
40.3196,-79.3887
40.3135,-79.4902
40.324,-79.3085
40.3046,-79.5082
40.3082,-79.5971
40.2206,-79.6879
40.1547,-79.5617
40.2802,-79.648
40.3677,-79.6777
40.4049,-79.6014
40.3241,-79.6203
40.3252,-79.7128
40.1497,-79.5871
40.2358,-79.4095
40.3123,-79.5793
40.2103,-79.7678
40.3362,-79.5526
40.1848,-79.4612
40.5956,-79.6913
40.4125,-79.6306
40.5669,-79.7649
40.3252,-79.6187
40.3026,-79.5014
40.25,-79.6412
40.3486,-79.6873
40.4272,-79.6727
40.2125,-79.5381
40.2873,-79.3729
40.5272,-79.5988
40.2565,-79.7508
40.3622,-79.4498
40.3249,-79.579
40.3248,-79.579
40.3017,-79.5251
40.6161,-79.6269
40.2448,-79.591
40.1392,-79.6608
40.3716,-79.7543
40.142,-79.8415
40.4915,-79.6944
40.3402,-79.6042
40.3163,-79.6793
40.6022,-79.5691
40.2761,-79.5287
40.2754,-79.5824
40.2869,-79.5318
40.2891,-79.5298
40.3033,-79.5372
40.4211,-79.6577
40.2098,-79.2837
40.2969,-79.5431
40.3554,-79.5613
40.4036,-79.708
40.32,-79.6797
40.229,-79.5886
40.3043,-79.7271
40.3207,-79.3386
40.2781,-79.6331
40.2457,-79.4653
40.269,-79.5583
40.3508,-79.4835
40.1663,-79.5742
40.5548,-79.5861
40.1538,-79.5519
40.3024,-79.5267
40.3158,-79.6797
40.1385,-79.5475
40.3516,-79.3213
40.2379,-79.5804
40.3068,-79.6747
40.265,-79.6868
40.2358,-79.5808
40.4048,-79.5393
40.4029,-79.5228
40.5784,-79.7381
40.3153,-79.5484
40.4207,-79.645
40.1657,-79.7866
40.1598,-79.7793
40.2946,-79.518
40.3121,-79.6649
40.1546,-79.5602
40.5683,-79.7524
40.5528,-79.6961
40.3189,-79.6171
40.3004,-79.4181
40.4006,-79.5856
40.3492,-79.6749
40.266,-79.2891
40.2112,-79.6864
40.3341,-79.6723
40.3488,-79.575
40.5572,-79.7598
40.1284,-79.8455
40.2924,-79.3458
40.6161,-79.6263
40.5353,-79.5944
40.6193,-79.6524
40.1597,-79.8652
40.5934,-79.7493
40.1288,-79.8186
40.1354,-79.8462
40.195,-79.7302
40.6161,-79.6269
40.4205,-79.3617
40.2126,-79.7395
40.4894,-79.5985
40.5854,-79.7661
40.212,-79.7918
40.5155,-79.6894
40.1431,-79.8822
40.5476,-79.7331
40.5478,-79.7333
40.3293,-79.636
40.4159,-79.0197
40.5407,-79.6156
40.2563,-79.7212
40.3331,-79.4732
40.5705,-79.7594
40.6572,-79.6704
40.2589,-79.7514
40.3474,-79.7658
40.1429,-79.8192
40.2526,-79.3901
40.2721,-79.4946
40.2806,-79.5714
40.3039,-79.5089
40.173,-79.6105
40.2536,-79.5491
40.1392,-79.8515
40.572,-79.5936
40.5466,-79.7
40.3336,-79.6624
40.2528,-79.6423
40.2395,-79.6057
40.1619,-79.4845
40.2186,-79.6016
40.3565,-79.6827
40.5943,-79.6348
40.6452,-79.6584
40.587,-79.7491
40.1276,-79.7406
40.5014,-79.6792
40.1475,-79.7717
40.4332,-79.6984
40.3575,-79.7704
40.3314,-79.7069
40.3026,-79.5432
40.3108,-79.5472
,
40.5627,-79.7633
40.5955,-79.6062
40.3316,-79.6118
40.1378,-79.8427
40.3024,-79.527
40.3264,-79.7669
40.3035,-79.4974
40.3028,-79.5015
40.1801,-79.6348
40.3331,-79.6207
,
40.1495,-79.5435
40.1499,-79.5441
40.163,-79.7832
40.2802,-79.648
40.1667,-79.5607
40.2912,-79.5148
40.2637,-79.5648
40.3138,-79.3887
40.3044,-79.5407
40.3227,-79.3615
40.288,-79.5302
40.1445,-79.5595
40.4839,-79.4956
40.3985,-79.4221
40.3281,-79.725
40.5164,-79.6085
40.2547,-79.4681
40.1326,-79.3604
40.2856,-79.437
40.1875,-79.5688
40.5901,-79.7373
40.1916,-79.6891
40.2296,-79.7837
40.4268,-79.4905
40.4167,-79.6224
40.3039,-79.5437
40.4552,-79.6037
40.5795,-79.7121
40.3512,-79.7038
40.3863,-79.7136
40.3004,-79.5435
40.1375,-79.8428
40.4263,-79.6784
40.4105,-79.5109
40.1401,-79.7763
40.3285,-79.6015
40.5578,-79.76
40.1328,-79.7752
40.1855,-79.5679
40.3064,-79.443
40.3244,-79.7566
40.3053,-79.3938
40.1429,-79.4947
40.3928,-79.257
40.5301,-79.4666
40.2624,-79.268
40.3286,-79.7288
40.3985,-79.5635
40.3219,-79.7709
40.2947,-79.7268
40.1559,-79.7733
40.5887,-79.7553
40.5802,-79.7414
40.1871,-79.7055
40.2889,-79.5286
40.3281,-79.7045
40.5328,-79.6178
40.648,-79.6602
40.3404,-79.3753
40.1844,-79.8123
40.2964,-79.561
40.5872,-79.5777
40.4577,-79.639
40.3284,-79.7453
40.1888,-79.8395
40.3583,-79.3864
40.267,-79.5013
40.1879,-79.5443
40.3629,-79.4507
40.2049,-79.6795
40.307,-79.595
40.2606,-79.384
40.3127,-79.6541
40.2217,-79.5992
40.2193,-79.6023
40.399,-79.5795
40.404,-79.5421
40.1402,-79.8244
40.1185,-79.2694
40.2186,-79.6016
40.1204,-79.3984
40.1446,-79.422
40.1431,-79.8586
40.1841,-79.841
40.2516,-79.4197
40.2828,-79.5268
40.3217,-79.4248
40.3029,-79.5033
40.2192,-79.6025
40.2828,-79.5268
40.1388,-79.8567
40.3282,-79.7265
40.454,-79.3921
40.4331,-79.2843
40.3812,-79.7505
40.2008,-79.6024
40.1726,-79.4352
40.5523,-79.7523
40.5853,-79.7094
40.3056,-79.5777
40.1274,-79.5489
40.2337,-79.5822
40.4866,-79.4542
40.3746,-79.5733
40.3276,-79.7214
40.2142,-79.4972
40.4875,-79.6969
40.502,-79.6045
40.2849,-79.3901
40.3701,-79.4605
40.2111,-79.6607
40.4177,-79.6484
40.2692,-79.3994
40.2879,-79.5297
40.4161,-79.6002
40.2938,-79.5388
40.2258,-79.5938
40.2225,-79.5174
40.5775,-79.5851
40.4318,-79.2875
40.2948,-79.5533
40.3803,-79.6959
40.5781,-79.7502
40.2025,-79.4974
40.1093,-79.5793
40.3024,-79.5272
40.6623,-79.6783
40.4358,-79.6983
40.3758,-79.6747
40.5869,-79.7494
40.6609,-79.6748
40.4916,-79.6466
40.1164,-79.4295
40.1801,-79.5651
40.2916,-79.574
40.3111,-79.607
40.4029,-79.5228
40.3435,-79.6911
40.3393,-79.5777
40.3985,-79.4221
40.3179,-79.3865
40.3184,-79.6196
40.3188,-79.6171
40.3188,-79.6875
40.2829,-79.4046
40.306,-79.5769
40.3013,-79.5612
40.268,-79.5216
40.2629,-79.3732
40.3111,-79.6021
40.2094,-79.1889
40.6044,-79.6843
40.1389,-79.8471
40.1503,-79.545
40.297,-79.543
40.3147,-79.6963
40.3269,-79.5463
40.1011,-79.591
40.2486,-79.5503
40.2807,-79.6499
40.2837,-79.5365
40.3501,-79.5174
40.189,-79.5339
40.5959,-79.5916
40.3761,-79.6499
40.3107,-79.7014
40.3081,-79.538
40.5052,-79.5075
40.3608,-79.6656
40.2114,-79.6641
40.3086,-79.539
40.3422,-79.7161
40.1247,-79.5534
40.3112,-79.6061
40.2993,-79.5474
40.314,-79.6973
40.5879,-79.7458
40.5625,-79.7647
40.3036,-79.5629
40.1309,-79.548
40.252,-79.3627
40.427,-79.7009
40.3071,-79.5459
40.3131,-79.5382
40.218,-79.6068
40.1532,-79.7749
40.1841,-79.841
40.3232,-79.6991
40.4353,-79.5815
40.4194,-79.6531
40.1723,-79.3111
40.2747,-79.6576
40.2773,-79.7142
40.2839,-79.5398
40.5138,-79.5496
40.2539,-79.7001
40.2573,-79.5192
40.4192,-79.6527
40.4193,-79.6526
40.3944,-79.6032
40.2775,-79.6272
40.2242,-79.4767
40.303,-79.5626
40.2536,-79.7228
40.1686,-79.5913
40.5716,-79.7653
40.3046,-79.5082
40.3056,-79.3215
40.3495,-79.575
40.1451,-79.8159
40.5601,-79.7464
40.2118,-79.7729
40.5611,-79.7505
40.3408,-79.7314
40.2369,-79.4983
40.3552,-79.5746
40.2955,-79.5232
40.3757,-79.5618
40.3846,-79.6799
40.3182,-79.7519
40.2849,-79.3901
40.2443,-79.5912
40.2246,-79.6069
40.1725,-79.7982
40.4209,-79.6574
40.192,-79.3372
40.1317,-79.5339
40.2779,-79.3963
40.2169,-79.6074
40.5732,-79.6394
40.3185,-79.6824
40.3616,-79.574
40.2955,-79.5232
40.3612,-79.5792
40.5666,-79.7641
40.3551,-79.6511
40.5874,-79.7614
40.2293,-79.4301
40.1501,-79.5608
40.3009,-79.4931
40.3326,-79.7094
40.3268,-79.7144
40.4299,-79.6095
40.2952,-79.3394
40.2919,-79.3389
40.1942,-79.2705
40.3516,-79.5275
40.5108,-79.526
40.1409,-79.8213
40.4195,-79.6537
40.1513,-79.7737
40.2971,-79.4794
40.1202,-79.5897
40.2945,-79.5236
40.2798,-79.3847
40.2423,-79.2864
40.3207,-79.3386
40.1727,-79.5603
40.2967,-79.5769
40.3752,-79.5733
40.6161,-79.6269
40.1969,-79.2357
40.3158,-79.6795
40.6061,-79.6042
40.4244,-79.6674
,
40.3235,-79.5727
40.1446,-79.5062
40.5494,-79.2682
40.1996,-79.8341
40.303,-79.5323
40.1279,-79.6008
40.2399,-79.4518
40.2888,-79.5785
40.5983,-79.6076
40.359,-79.6465
40.4257,-79.6737
40.1321,-79.8621
40.2158,-79.6178
40.3674,-79.6787
40.1324,-79.8704
40.2185,-79.6047
40.3422,-79.6918
40.2969,-79.6711
40.3772,-79.6757
40.3027,-79.5028
40.3056,-79.7312
40.3056,-79.578
40.3493,-79.1267
40.308,-79.5031
40.282,-79.5408
40.3129,-79.5792
40.3332,-79.1888
40.3417,-79.3765
40.4238,-79.4121
40.3979,-79.424
40.3041,-79.5409
40.5076,-79.6725
40.3138,-79.7263
40.2682,-79.5486
40.317,-79.4884
40.5245,-79.5742
40.3279,-79.7375
40.2867,-79.4668
40.1896,-79.5454
40.1664,-79.5509
40.2161,-79.616
40.1785,-79.7285
40.2299,-79.2213
40.4357,-79.5816
40.4254,-79.6901
40.1547,-79.5582
40.3092,-79.3634
40.3573,-79.5231
40.3004,-79.3368
40.2657,-79.4143
40.2755,-79.0892
40.2755,-79.0892
40.14,-79.8272
40.141,-79.8228
40.303,-79.5063
40.3064,-79.5749
40.2746,-79.568
40.1775,-79.6676
40.1733,-79.4365
40.1587,-79.8918
40.3015,-79.4178
40.2838,-79.4456
40.2301,-79.3847
40.2869,-79.3797
40.3129,-79.4794
40.2855,-79.5459
40.3076,-79.5961
40.1626,-79.5685
40.2117,-79.6669
40.2864,-79.5871
40.2624,-79.4222
40.5095,-79.5176
40.3193,-79.5559
40.1242,-79.5544
40.4003,-79.5069
40.1532,-79.7266
40.1453,-79.5194
40.4096,-79.5734
,
40.2057,-79.5118
40.1174,-79.3776
40.2967,-79.3607
40.3028,-79.6321
40.2172,-79.6081
40.1527,-79.7338
40.2866,-79.5487
,
40.1444,-79.816
40.1733,-79.7369
40.386,-79.3221
40.2838,-79.5413
